disease_1,disease_2,semantic_similarity
Diffuse large B cell lymphoma,Acute promyelocytic leukemia,0.218010739
Diffuse large B cell lymphoma,Heart failure,0.046646837
Diffuse large B cell lymphoma,Uterine leiomyoma,0.069230769
Diffuse large B cell lymphoma,Adenocarcinoma,0.150723937
Diffuse large B cell lymphoma,Lung carcinoma,0.18526914
Diffuse large B cell lymphoma,Head and neck squamous cell carcinoma,0.18526914
Diffuse large B cell lymphoma,Psoriatic arthritis,0.097685857
Diffuse large B cell lymphoma,B-cell lymphoma,0.844672167
Diffuse large B cell lymphoma,Prostate carcinoma,0.142026452
Diffuse large B cell lymphoma,Prostatic neoplasms,0.018987342
Diffuse large B cell lymphoma,Malignant glioma,0.208482801
Diffuse large B cell lymphoma,Epstein-barr virus infections,0
Diffuse large B cell lymphoma,Stomach cancer,0.24904353
Diffuse large B cell lymphoma,Urinary bladder cancer,0.24904353
Diffuse large B cell lymphoma,Colon carcinoma,0.092000255
Diffuse large B cell lymphoma,Gallbladder cancer,0.18526914
Diffuse large B cell lymphoma,Liposarcoma,0.142026452
Diffuse large B cell lymphoma,Meningioma,0.18526914
Diffuse large B cell lymphoma,Uterine cervical neoplasm,0.18526914
Diffuse large B cell lymphoma,Renal carcinoma,0.18526914
Diffuse large B cell lymphoma,Lung small cell carcinoma,0.142026452
Diffuse large B cell lymphoma,Mouth neoplasms,0.24904353
Diffuse large B cell lymphoma,Lymphosarcoma,0.675675676
Diffuse large B cell lymphoma,Breast neoplasms,0.059210526
Oral squamous cell carcinoma,Oral squamous cell carcinoma,0
Oral squamous cell carcinoma,Lymphoma,0.284037401
Oral squamous cell carcinoma,Hemangioma,0.14897652
Oral squamous cell carcinoma,Myasthenia gravis,0.029819518
Oral squamous cell carcinoma,Pneumonia,0.047619921
Oral squamous cell carcinoma,Pediatric neuroblastoma,0.23822486
Oral squamous cell carcinoma,Leukemia lymphoblastic acute,0.206873557
Oral squamous cell carcinoma,Tongue squamous cell carcinoma,0.564515588
Oral squamous cell carcinoma,Melanoma,0.274166874
Oral squamous cell carcinoma,Nonalcoholic fatty liver disease,0
Oral squamous cell carcinoma,Epithelial ovarian carcinoma,0
Oral squamous cell carcinoma,Herpes simplex keratitis,0
Oral squamous cell carcinoma,Dysregulated immunity,0
Oral squamous cell carcinoma,Pre-eclampsia,0.03846223
Oral squamous cell carcinoma,Chronic obstructive pulmonary disease,0.03846223
Oral squamous cell carcinoma,Lung adenocarcinoma,0.206873557
Oral squamous cell carcinoma,T-cell acute lymphoblastic leukemia,0.170310041
Oral squamous cell carcinoma,Chronic myeloid leukemia,0.206873557
Oral squamous cell carcinoma,Ovarian clear cell carcinoma,0.170310041
Oral squamous cell carcinoma,Primary breast cancer,0.351665478
Oral squamous cell carcinoma,Wilms tumor,0.284037401
Oral squamous cell carcinoma,Colon and rectal adenocarcinoma,0.372579866
Oral squamous cell carcinoma,Uveal melanoma,0.206873557
Oral squamous cell carcinoma,Hypopharyngeal cancer,0.444229946
Oral squamous cell carcinoma,Cardiac hypertrophy,0
Oral squamous cell carcinoma,Hepatic carcinoma,0
Oral squamous cell carcinoma,Cancer,0.517415251
Oral squamous cell carcinoma,Tuberculosis,0.061343273
Oral squamous cell carcinoma,Prader-willi syndrome,0.082379097
Oral squamous cell carcinoma,Acute promyelocytic leukemia,0.18526914
Oral squamous cell carcinoma,Heart failure,0.061343273
Oral squamous cell carcinoma,Uterine leiomyoma,0.078342404
Oral squamous cell carcinoma,Adenocarcinoma,0.21283189
Oral squamous cell carcinoma,Lung carcinoma,0.284037401
Oral squamous cell carcinoma,Head and neck squamous cell carcinoma,0.284037401
Oral squamous cell carcinoma,Psoriatic arthritis,0.115768709
Oral squamous cell carcinoma,B-cell lymphoma,0.206873557
Oral squamous cell carcinoma,Prostate carcinoma,0.23822486
Oral squamous cell carcinoma,Prostatic neoplasms,0
Oral squamous cell carcinoma,Malignant glioma,0.274166874
Oral squamous cell carcinoma,Epstein-barr virus infections,0
Oral squamous cell carcinoma,Stomach cancer,0.549999175
Oral squamous cell carcinoma,Urinary bladder cancer,0.351665478
Oral squamous cell carcinoma,Colon carcinoma,0.289757968
Oral squamous cell carcinoma,Gallbladder cancer,0.444229946
Oral squamous cell carcinoma,Liposarcoma,0.23822486
Oral squamous cell carcinoma,Meningioma,0.284037401
Oral squamous cell carcinoma,Uterine cervical neoplasm,0.284037401
Oral squamous cell carcinoma,Renal carcinoma,0.284037401
Oral squamous cell carcinoma,Lung small cell carcinoma,0.23822486
Oral squamous cell carcinoma,Mouth neoplasms,0.833333028
Oral squamous cell carcinoma,Lymphosarcoma,0
Oral squamous cell carcinoma,Breast neoplasms,0
Lymphoma,Lymphoma,0
Lymphoma,Hemangioma,0.230769231
Lymphoma,Myasthenia gravis,0.042553191
Lymphoma,Pneumonia,0.047619921
Lymphoma,Pediatric neuroblastoma,0.23822486
Lymphoma,Leukemia lymphoblastic acute,0.505617978
Lymphoma,Tongue squamous cell carcinoma,0.23822486
Lymphoma,Melanoma,0.274166874
Lymphoma,Nonalcoholic fatty liver disease,0
Lymphoma,Epithelial ovarian carcinoma,0.134529148
Lymphoma,Herpes simplex keratitis,0
Lymphoma,Dysregulated immunity,0.28125
Lymphoma,Pre-eclampsia,0.03846223
Lymphoma,Chronic obstructive pulmonary disease,0.03846223
Lymphoma,Lung adenocarcinoma,0.206873557
Lymphoma,T-cell acute lymphoblastic leukemia,0.455621302
Lymphoma,Chronic myeloid leukemia,0.490223176
Lymphoma,Ovarian clear cell carcinoma,0.170310041
Lymphoma,Primary breast cancer,0.351665478
Lymphoma,Wilms tumor,0.284037401
Lymphoma,Colon and rectal adenocarcinoma,0.23822486
Lymphoma,Uveal melanoma,0.206873557
Lymphoma,Hypopharyngeal cancer,0.284037401
Lymphoma,Cardiac hypertrophy,0
Lymphoma,Hepatic carcinoma,0.14
Lymphoma,Cancer,0.517415251
Lymphoma,Tuberculosis,0.061343273
Lymphoma,Prader-willi syndrome,0.082379097
Lymphoma,Acute promyelocytic leukemia,0.439027721
Lymphoma,Heart failure,0.061343273
Lymphoma,Uterine leiomyoma,0.189873418
Lymphoma,Adenocarcinoma,0.21283189
Lymphoma,Lung carcinoma,0.284037401
Lymphoma,Head and neck squamous cell carcinoma,0.284037401
Lymphoma,Psoriatic arthritis,0.115768709
Lymphoma,B-cell lymphoma,0.7283321
Lymphoma,Prostate carcinoma,0.23822486
Lymphoma,Prostatic neoplasms,0.053763441
Lymphoma,Malignant glioma,0.274166874
Lymphoma,Epstein-barr virus infections,0
Lymphoma,Stomach cancer,0.351665478
Lymphoma,Urinary bladder cancer,0.351665478
Lymphoma,Colon carcinoma,0.18526914
Lymphoma,Gallbladder cancer,0.284037401
Lymphoma,Liposarcoma,0.23822486
Lymphoma,Meningioma,0.284037401
Lymphoma,Uterine cervical neoplasm,0.284037401
Lymphoma,Renal carcinoma,0.284037401
Lymphoma,Lung small cell carcinoma,0.23822486
Lymphoma,Mouth neoplasms,0.351665478
Lymphoma,Lymphosarcoma,0.818181818
Lymphoma,Breast neoplasms,0.088888889
Hemangioma,Hemangioma,0
Hemangioma,Myasthenia gravis,0.047041171
Hemangioma,Pneumonia,0.071429946
Hemangioma,Pediatric neuroblastoma,0.132409048
Hemangioma,Leukemia lymphoblastic acute,0.126760563
Hemangioma,Tongue squamous cell carcinoma,0.132409048
Hemangioma,Melanoma,0.210270095
Hemangioma,Nonalcoholic fatty liver disease,0
Hemangioma,Epithelial ovarian carcinoma,0.096256684
Hemangioma,Herpes simplex keratitis,0
Hemangioma,Dysregulated immunity,0
Hemangioma,Pre-eclampsia,0.061343273
Hemangioma,Chronic obstructive pulmonary disease,0.061343273
Hemangioma,Lung adenocarcinoma,0.121083697
Hemangioma,T-cell acute lymphoblastic leukemia,0.112781955
Hemangioma,Chronic myeloid leukemia,0.121083697
Hemangioma,Ovarian clear cell carcinoma,0.107888206
Hemangioma,Primary breast cancer,0.173472727
Hemangioma,Wilms tumor,0.14897652
Hemangioma,Colon and rectal adenocarcinoma,0.132409048
Hemangioma,Uveal melanoma,0.121083697
Hemangioma,Hypopharyngeal cancer,0.14897652
Hemangioma,Cardiac hypertrophy,0
Hemangioma,Hepatic carcinoma,0.097560976
Hemangioma,Cancer,0.391304348
Hemangioma,Tuberculosis,0.086581804
Hemangioma,Prader-willi syndrome,0.109892388
Hemangioma,Acute promyelocytic leukemia,0.12195122
Hemangioma,Heart failure,0.086581804
Hemangioma,Uterine leiomyoma,0.243677156
Hemangioma,Adenocarcinoma,0.173472727
Hemangioma,Lung carcinoma,0.14897652
Hemangioma,Head and neck squamous cell carcinoma,0.14897652
Hemangioma,Psoriatic arthritis,0.14710564
Hemangioma,B-cell lymphoma,0.136363636
Hemangioma,Prostate carcinoma,0.132409048
Hemangioma,Prostatic neoplasms,0.04
Hemangioma,Malignant glioma,0.210270095
Hemangioma,Epstein-barr virus infections,0
Hemangioma,Stomach cancer,0.173472727
Hemangioma,Urinary bladder cancer,0.173472727
Hemangioma,Colon carcinoma,0.113285175
Hemangioma,Gallbladder cancer,0.14897652
Hemangioma,Liposarcoma,0.132409048
Hemangioma,Meningioma,0.333333333
Hemangioma,Uterine cervical neoplasm,0.14897652
Hemangioma,Renal carcinoma,0.14897652
Hemangioma,Lung small cell carcinoma,0.132409048
Hemangioma,Mouth neoplasms,0.173472727
Hemangioma,Lymphosarcoma,0.171428571
Hemangioma,Breast neoplasms,0.083333333
Myasthenia gravis,Myasthenia gravis,0
Myasthenia gravis,Pneumonia,0.089268115
Myasthenia gravis,Pediatric neuroblastoma,0.025084784
Myasthenia gravis,Leukemia lymphoblastic acute,0.034482759
Myasthenia gravis,Tongue squamous cell carcinoma,0.025084784
Myasthenia gravis,Melanoma,0.047041171
Myasthenia gravis,Nonalcoholic fatty liver disease,0
Myasthenia gravis,Epithelial ovarian carcinoma,0
Myasthenia gravis,Herpes simplex keratitis,0
Myasthenia gravis,Dysregulated immunity,0.290322581
Myasthenia gravis,Pre-eclampsia,0.072418828
Myasthenia gravis,Chronic obstructive pulmonary disease,0.072418828
Myasthenia gravis,Lung adenocarcinoma,0.02182825
Myasthenia gravis,T-cell acute lymphoblastic leukemia,0.03030303
Myasthenia gravis,Chronic myeloid leukemia,0.02182825
Myasthenia gravis,Ovarian clear cell carcinoma,0.018013381
Myasthenia gravis,Primary breast cancer,0.036757459
Myasthenia gravis,Wilms tumor,0.029819518
Myasthenia gravis,Colon and rectal adenocarcinoma,0.025084784
Myasthenia gravis,Uveal melanoma,0.02182825
Myasthenia gravis,Hypopharyngeal cancer,0.029819518
Myasthenia gravis,Cardiac hypertrophy,0
Myasthenia gravis,Hepatic carcinoma,0
Myasthenia gravis,Cancer,0.086536031
Myasthenia gravis,Tuberculosis,0.047041171
Myasthenia gravis,Prader-willi syndrome,0.062546377
Myasthenia gravis,Acute promyelocytic leukemia,0.019576356
Myasthenia gravis,Heart failure,0.114242844
Myasthenia gravis,Uterine leiomyoma,0.025084784
Myasthenia gravis,Adenocarcinoma,0.036757459
Myasthenia gravis,Lung carcinoma,0.029819518
Myasthenia gravis,Head and neck squamous cell carcinoma,0.029819518
Myasthenia gravis,Psoriatic arthritis,0.086536031
Myasthenia gravis,B-cell lymphoma,0.030487805
Myasthenia gravis,Prostate carcinoma,0.025084784
Myasthenia gravis,Prostatic neoplasms,0
Myasthenia gravis,Malignant glioma,0.047041171
Myasthenia gravis,Epstein-barr virus infections,0
Myasthenia gravis,Stomach cancer,0.036757459
Myasthenia gravis,Urinary bladder cancer,0.036757459
Myasthenia gravis,Colon carcinoma,0.019576356
Myasthenia gravis,Gallbladder cancer,0.029819518
Myasthenia gravis,Liposarcoma,0.025084784
Myasthenia gravis,Meningioma,0.05
Myasthenia gravis,Uterine cervical neoplasm,0.029819518
Myasthenia gravis,Renal carcinoma,0.029819518
Myasthenia gravis,Lung small cell carcinoma,0.025084784
Myasthenia gravis,Mouth neoplasms,0.036757459
Myasthenia gravis,Lymphosarcoma,0.034883721
Myasthenia gravis,Breast neoplasms,0
Pneumonia,Pneumonia,0
Pneumonia,Pediatric neuroblastoma,0.041172339
Pneumonia,Leukemia lymphoblastic acute,0.036761943
Pneumonia,Tongue squamous cell carcinoma,0.041172339
Pneumonia,Melanoma,0.071429946
Pneumonia,Nonalcoholic fatty liver disease,0
Pneumonia,Epithelial ovarian carcinoma,0
Pneumonia,Herpes simplex keratitis,0
Pneumonia,Dysregulated immunity,0
Pneumonia,Pre-eclampsia,0.115648379
Pneumonia,Chronic obstructive pulmonary disease,0.549999175
Pneumonia,Lung adenocarcinoma,0.036761943
Pneumonia,T-cell acute lymphoblastic leukemia,0.031620295
Pneumonia,Chronic myeloid leukemia,0.036761943
Pneumonia,Ovarian clear cell carcinoma,0.031620295
Pneumonia,Primary breast cancer,0.057143926
Pneumonia,Wilms tumor,0.047619921
Pneumonia,Colon and rectal adenocarcinoma,0.041172339
Pneumonia,Uveal melanoma,0.036761943
Pneumonia,Hypopharyngeal cancer,0.047619921
Pneumonia,Cardiac hypertrophy,0
Pneumonia,Hepatic carcinoma,0
Pneumonia,Cancer,0.128249503
Pneumonia,Tuberculosis,0.071429946
Pneumonia,Prader-willi syndrome,0.093360272
Pneumonia,Acute promyelocytic leukemia,0.033723621
Pneumonia,Heart failure,0.173472727
Pneumonia,Uterine leiomyoma,0.041172339
Pneumonia,Adenocarcinoma,0.057143926
Pneumonia,Lung carcinoma,0.211640212
Pneumonia,Head and neck squamous cell carcinoma,0.047619921
Pneumonia,Psoriatic arthritis,0.128249503
Pneumonia,B-cell lymphoma,0.036761943
Pneumonia,Prostate carcinoma,0.041172339
Pneumonia,Prostatic neoplasms,0
Pneumonia,Malignant glioma,0.071429946
Pneumonia,Epstein-barr virus infections,0
Pneumonia,Stomach cancer,0.057143926
Pneumonia,Urinary bladder cancer,0.057143926
Pneumonia,Colon carcinoma,0.033723621
Pneumonia,Gallbladder cancer,0.047619921
Pneumonia,Liposarcoma,0.041172339
Pneumonia,Meningioma,0.047619921
Pneumonia,Uterine cervical neoplasm,0.047619921
Pneumonia,Renal carcinoma,0.047619921
Pneumonia,Lung small cell carcinoma,0.211640212
Pneumonia,Mouth neoplasms,0.057143926
Pneumonia,Lymphosarcoma,0
Pneumonia,Breast neoplasms,0
Pediatric neuroblastoma,Pediatric neuroblastoma,0
Pediatric neuroblastoma,Leukemia lymphoblastic acute,0.163074998
Pediatric neuroblastoma,Tongue squamous cell carcinoma,0.193613418
Pediatric neuroblastoma,Melanoma,0.243677156
Pediatric neuroblastoma,Nonalcoholic fatty liver disease,0
Pediatric neuroblastoma,Epithelial ovarian carcinoma,0
Pediatric neuroblastoma,Herpes simplex keratitis,0
Pediatric neuroblastoma,Dysregulated immunity,0
Pediatric neuroblastoma,Pre-eclampsia,0.032258637
Pediatric neuroblastoma,Chronic obstructive pulmonary disease,0.032258637
Pediatric neuroblastoma,Lung adenocarcinoma,0.163074998
Pediatric neuroblastoma,T-cell acute lymphoblastic leukemia,0.12745019
Pediatric neuroblastoma,Chronic myeloid leukemia,0.163074998
Pediatric neuroblastoma,Ovarian clear cell carcinoma,0.12745019
Pediatric neuroblastoma,Primary breast cancer,0.304051121
Pediatric neuroblastoma,Wilms tumor,0.23822486
Pediatric neuroblastoma,Colon and rectal adenocarcinoma,0.193613418
Pediatric neuroblastoma,Uveal melanoma,0.255046685
Pediatric neuroblastoma,Hypopharyngeal cancer,0.23822486
Pediatric neuroblastoma,Cardiac hypertrophy,0
Pediatric neuroblastoma,Hepatic carcinoma,0
Pediatric neuroblastoma,Cancer,0.479833079
Pediatric neuroblastoma,Tuberculosis,0.054521373
Pediatric neuroblastoma,Prader-willi syndrome,0.07496322
Pediatric neuroblastoma,Acute promyelocytic leukemia,0.142026452
Pediatric neuroblastoma,Heart failure,0.054521373
Pediatric neuroblastoma,Uterine leiomyoma,0.063671527
Pediatric neuroblastoma,Adenocarcinoma,0.184015148
Pediatric neuroblastoma,Lung carcinoma,0.23822486
Pediatric neuroblastoma,Head and neck squamous cell carcinoma,0.23822486
Pediatric neuroblastoma,Psoriatic arthritis,0.107359913
Pediatric neuroblastoma,B-cell lymphoma,0.163074998
Pediatric neuroblastoma,Prostate carcinoma,0.193613418
Pediatric neuroblastoma,Prostatic neoplasms,0
Pediatric neuroblastoma,Malignant glioma,0.243677156
Pediatric neuroblastoma,Epstein-barr virus infections,0
Pediatric neuroblastoma,Stomach cancer,0.304051121
Pediatric neuroblastoma,Urinary bladder cancer,0.304051121
Pediatric neuroblastoma,Colon carcinoma,0.142026452
Pediatric neuroblastoma,Gallbladder cancer,0.23822486
Pediatric neuroblastoma,Liposarcoma,0.193613418
Pediatric neuroblastoma,Meningioma,0.372579866
Pediatric neuroblastoma,Uterine cervical neoplasm,0.23822486
Pediatric neuroblastoma,Renal carcinoma,0.23822486
Pediatric neuroblastoma,Lung small cell carcinoma,0.193613418
Pediatric neuroblastoma,Mouth neoplasms,0.304051121
Pediatric neuroblastoma,Lymphosarcoma,0
Pediatric neuroblastoma,Breast neoplasms,0
Leukemia lymphoblastic acute,Leukemia lymphoblastic acute,0
Leukemia lymphoblastic acute,Tongue squamous cell carcinoma,0.163074998
Leukemia lymphoblastic acute,Melanoma,0.222834703
Leukemia lymphoblastic acute,Nonalcoholic fatty liver disease,0
Leukemia lymphoblastic acute,Epithelial ovarian carcinoma,0.057416268
Leukemia lymphoblastic acute,Herpes simplex keratitis,0
Leukemia lymphoblastic acute,Dysregulated immunity,0.298245614
Leukemia lymphoblastic acute,Pre-eclampsia,0.028013277
Leukemia lymphoblastic acute,Chronic obstructive pulmonary disease,0.028013277
Leukemia lymphoblastic acute,Lung adenocarcinoma,0.133086931
Leukemia lymphoblastic acute,T-cell acute lymphoblastic leukemia,0.506668767
Leukemia lymphoblastic acute,Chronic myeloid leukemia,0.468554247
Leukemia lymphoblastic acute,Ovarian clear cell carcinoma,0.098097872
Leukemia lymphoblastic acute,Primary breast cancer,0.271481054
Leukemia lymphoblastic acute,Wilms tumor,0.206873557
Leukemia lymphoblastic acute,Colon and rectal adenocarcinoma,0.163074998
Leukemia lymphoblastic acute,Uveal melanoma,0.133086931
Leukemia lymphoblastic acute,Hypopharyngeal cancer,0.206873557
Leukemia lymphoblastic acute,Cardiac hypertrophy,0
Leukemia lymphoblastic acute,Hepatic carcinoma,0.053763441
Leukemia lymphoblastic acute,Cancer,0.454209032
Leukemia lymphoblastic acute,Tuberculosis,0.049857993
Leukemia lymphoblastic acute,Prader-willi syndrome,0.069898901
Leukemia lymphoblastic acute,Acute promyelocytic leukemia,0.395774731
Leukemia lymphoblastic acute,Heart failure,0.049857993
Leukemia lymphoblastic acute,Uterine leiomyoma,0.083333333
Leukemia lymphoblastic acute,Adenocarcinoma,0.164303377
Leukemia lymphoblastic acute,Lung carcinoma,0.206873557
Leukemia lymphoblastic acute,Head and neck squamous cell carcinoma,0.206873557
Leukemia lymphoblastic acute,Psoriatic arthritis,0.101626678
Leukemia lymphoblastic acute,B-cell lymphoma,0.315372824
Leukemia lymphoblastic acute,Prostate carcinoma,0.163074998
Leukemia lymphoblastic acute,Prostatic neoplasms,0.023255814
Leukemia lymphoblastic acute,Malignant glioma,0.222834703
Leukemia lymphoblastic acute,Epstein-barr virus infections,0
Leukemia lymphoblastic acute,Stomach cancer,0.271481054
Leukemia lymphoblastic acute,Urinary bladder cancer,0.271481054
Leukemia lymphoblastic acute,Colon carcinoma,0.112414826
Leukemia lymphoblastic acute,Gallbladder cancer,0.206873557
Leukemia lymphoblastic acute,Liposarcoma,0.163074998
Leukemia lymphoblastic acute,Meningioma,0.206873557
Leukemia lymphoblastic acute,Uterine cervical neoplasm,0.206873557
Leukemia lymphoblastic acute,Renal carcinoma,0.206873557
Leukemia lymphoblastic acute,Lung small cell carcinoma,0.163074998
Leukemia lymphoblastic acute,Mouth neoplasms,0.271481054
Leukemia lymphoblastic acute,Lymphosarcoma,0.358024691
Leukemia lymphoblastic acute,Breast neoplasms,0.060240964
Tongue squamous cell carcinoma,Tongue squamous cell carcinoma,0
Tongue squamous cell carcinoma,Melanoma,0.243677156
Tongue squamous cell carcinoma,Nonalcoholic fatty liver disease,0
Tongue squamous cell carcinoma,Epithelial ovarian carcinoma,0
Tongue squamous cell carcinoma,Herpes simplex keratitis,0
Tongue squamous cell carcinoma,Dysregulated immunity,0
Tongue squamous cell carcinoma,Pre-eclampsia,0.032258637
Tongue squamous cell carcinoma,Chronic obstructive pulmonary disease,0.032258637
Tongue squamous cell carcinoma,Lung adenocarcinoma,0.163074998
Tongue squamous cell carcinoma,T-cell acute lymphoblastic leukemia,0.12745019
Tongue squamous cell carcinoma,Chronic myeloid leukemia,0.163074998
Tongue squamous cell carcinoma,Ovarian clear cell carcinoma,0.12745019
Tongue squamous cell carcinoma,Primary breast cancer,0.304051121
Tongue squamous cell carcinoma,Wilms tumor,0.23822486
Tongue squamous cell carcinoma,Colon and rectal adenocarcinoma,0.302808285
Tongue squamous cell carcinoma,Uveal melanoma,0.163074998
Tongue squamous cell carcinoma,Hypopharyngeal cancer,0.372579866
Tongue squamous cell carcinoma,Cardiac hypertrophy,0
Tongue squamous cell carcinoma,Hepatic carcinoma,0
Tongue squamous cell carcinoma,Cancer,0.479833079
Tongue squamous cell carcinoma,Tuberculosis,0.054521373
Tongue squamous cell carcinoma,Prader-willi syndrome,0.07496322
Tongue squamous cell carcinoma,Acute promyelocytic leukemia,0.142026452
Tongue squamous cell carcinoma,Heart failure,0.054521373
Tongue squamous cell carcinoma,Uterine leiomyoma,0.063671527
Tongue squamous cell carcinoma,Adenocarcinoma,0.184015148
Tongue squamous cell carcinoma,Lung carcinoma,0.23822486
Tongue squamous cell carcinoma,Head and neck squamous cell carcinoma,0.23822486
Tongue squamous cell carcinoma,Psoriatic arthritis,0.107359913
Tongue squamous cell carcinoma,B-cell lymphoma,0.163074998
Tongue squamous cell carcinoma,Prostate carcinoma,0.193613418
Tongue squamous cell carcinoma,Prostatic neoplasms,0
Tongue squamous cell carcinoma,Malignant glioma,0.243677156
Tongue squamous cell carcinoma,Epstein-barr virus infections,0
Tongue squamous cell carcinoma,Stomach cancer,0.475531084
Tongue squamous cell carcinoma,Urinary bladder cancer,0.304051121
Tongue squamous cell carcinoma,Colon carcinoma,0.222127095
Tongue squamous cell carcinoma,Gallbladder cancer,0.372579866
Tongue squamous cell carcinoma,Liposarcoma,0.193613418
Tongue squamous cell carcinoma,Meningioma,0.23822486
Tongue squamous cell carcinoma,Uterine cervical neoplasm,0.23822486
Tongue squamous cell carcinoma,Renal carcinoma,0.23822486
Tongue squamous cell carcinoma,Lung small cell carcinoma,0.193613418
Tongue squamous cell carcinoma,Mouth neoplasms,0.720502458
Tongue squamous cell carcinoma,Lymphosarcoma,0
Tongue squamous cell carcinoma,Breast neoplasms,0
Melanoma,Melanoma,0
Melanoma,Nonalcoholic fatty liver disease,0
Melanoma,Epithelial ovarian carcinoma,0.082191781
Melanoma,Herpes simplex keratitis,0
Melanoma,Dysregulated immunity,0
Melanoma,Pre-eclampsia,0.061343273
Melanoma,Chronic obstructive pulmonary disease,0.061343273
Melanoma,Lung adenocarcinoma,0.222834703
Melanoma,T-cell acute lymphoblastic leukemia,0.198550565
Melanoma,Chronic myeloid leukemia,0.222834703
Melanoma,Ovarian clear cell carcinoma,0.198550565
Melanoma,Primary breast cancer,0.319248128
Melanoma,Wilms tumor,0.274166874
Melanoma,Colon and rectal adenocarcinoma,0.243677156
Melanoma,Uveal melanoma,0.222834703
Melanoma,Hypopharyngeal cancer,0.274166874
Melanoma,Cardiac hypertrophy,0
Melanoma,Hepatic carcinoma,0.081632653
Melanoma,Cancer,0.657472144
Melanoma,Tuberculosis,0.086581804
Melanoma,Prader-willi syndrome,0.109892388
Melanoma,Acute promyelocytic leukemia,0.208482801
Melanoma,Heart failure,0.086581804
Melanoma,Uterine leiomyoma,0.132409048
Melanoma,Adenocarcinoma,0.527498701
Melanoma,Lung carcinoma,0.274166874
Melanoma,Head and neck squamous cell carcinoma,0.274166874
Melanoma,Psoriatic arthritis,0.14710564
Melanoma,B-cell lymphoma,0.222834703
Melanoma,Prostate carcinoma,0.243677156
Melanoma,Prostatic neoplasms,0.032967033
Melanoma,Malignant glioma,0.639392737
Melanoma,Epstein-barr virus infections,0
Melanoma,Stomach cancer,0.319248128
Melanoma,Urinary bladder cancer,0.319248128
Melanoma,Colon carcinoma,0.208482801
Melanoma,Gallbladder cancer,0.274166874
Melanoma,Liposarcoma,0.243677156
Melanoma,Meningioma,0.274166874
Melanoma,Uterine cervical neoplasm,0.274166874
Melanoma,Renal carcinoma,0.274166874
Melanoma,Lung small cell carcinoma,0.243677156
Melanoma,Mouth neoplasms,0.319248128
Melanoma,Lymphosarcoma,0.139534884
Melanoma,Breast neoplasms,0.068181818
Nonalcoholic fatty liver disease,Nonalcoholic fatty liver disease,0
Nonalcoholic fatty liver disease,Epithelial ovarian carcinoma,0
Nonalcoholic fatty liver disease,Herpes simplex keratitis,0
Nonalcoholic fatty liver disease,Dysregulated immunity,0
Nonalcoholic fatty liver disease,Pre-eclampsia,0
Nonalcoholic fatty liver disease,Chronic obstructive pulmonary disease,0
Nonalcoholic fatty liver disease,Lung adenocarcinoma,0
Nonalcoholic fatty liver disease,T-cell acute lymphoblastic leukemia,0
Nonalcoholic fatty liver disease,Chronic myeloid leukemia,0
Nonalcoholic fatty liver disease,Ovarian clear cell carcinoma,0
Nonalcoholic fatty liver disease,Primary breast cancer,0
Nonalcoholic fatty liver disease,Wilms tumor,0
Nonalcoholic fatty liver disease,Colon and rectal adenocarcinoma,0.035502959
Nonalcoholic fatty liver disease,Uveal melanoma,0
Nonalcoholic fatty liver disease,Hypopharyngeal cancer,0
Nonalcoholic fatty liver disease,Cardiac hypertrophy,0
Nonalcoholic fatty liver disease,Hepatic carcinoma,0.146341463
Nonalcoholic fatty liver disease,Cancer,0
Nonalcoholic fatty liver disease,Tuberculosis,0
Nonalcoholic fatty liver disease,Prader-willi syndrome,0
Nonalcoholic fatty liver disease,Acute promyelocytic leukemia,0
Nonalcoholic fatty liver disease,Heart failure,0
Nonalcoholic fatty liver disease,Uterine leiomyoma,0
Nonalcoholic fatty liver disease,Adenocarcinoma,0
Nonalcoholic fatty liver disease,Lung carcinoma,0
Nonalcoholic fatty liver disease,Head and neck squamous cell carcinoma,0
Nonalcoholic fatty liver disease,Psoriatic arthritis,0
Nonalcoholic fatty liver disease,B-cell lymphoma,0
Nonalcoholic fatty liver disease,Prostate carcinoma,0
Nonalcoholic fatty liver disease,Prostatic neoplasms,0
Nonalcoholic fatty liver disease,Malignant glioma,0
Nonalcoholic fatty liver disease,Epstein-barr virus infections,0
Nonalcoholic fatty liver disease,Stomach cancer,0.053333333
Nonalcoholic fatty liver disease,Urinary bladder cancer,0
Nonalcoholic fatty liver disease,Colon carcinoma,0
Nonalcoholic fatty liver disease,Gallbladder cancer,0.053333333
Nonalcoholic fatty liver disease,Liposarcoma,0
Nonalcoholic fatty liver disease,Meningioma,0
Nonalcoholic fatty liver disease,Uterine cervical neoplasm,0
Nonalcoholic fatty liver disease,Renal carcinoma,0
Nonalcoholic fatty liver disease,Lung small cell carcinoma,0
Nonalcoholic fatty liver disease,Mouth neoplasms,0
Nonalcoholic fatty liver disease,Lymphosarcoma,0
Nonalcoholic fatty liver disease,Breast neoplasms,0
Epithelial ovarian carcinoma,Epithelial ovarian carcinoma,0
Epithelial ovarian carcinoma,Herpes simplex keratitis,0
Epithelial ovarian carcinoma,Dysregulated immunity,0
Epithelial ovarian carcinoma,Pre-eclampsia,0.026737968
Epithelial ovarian carcinoma,Chronic obstructive pulmonary disease,0
Epithelial ovarian carcinoma,Lung adenocarcinoma,0.231818182
